  0.000000000  0.000000000  0.000000000       4
       1       3   -5.014666770  -20.080426779
       1       4   -5.014666769  -20.080426778
       1       5    0.610384419   -0.959067529
       1       6    1.541181665   -0.161851102
  0.500000000  0.000000000  0.000000000       4
       1       3   -7.883722794  -23.082116495
       1       4   -4.749453870  -19.950259788
       1       5    0.776197353   -0.234955460
       1       6    5.869751464    4.973250094
